,Open,High,Low,Close,Adj Close,Volume,Date,Inflation,GDP
2017-06-01 00:00:00,7835.27001953125,8046.6298828125,7734.52001953125,7843.16015625,7841.14404296875,3246000.0,,,
2017-07-01 00:00:00,7840.22998046875,8106.740234375,7797.830078125,8018.0498046875,8015.98876953125,2963200.0,,,
2017-08-01 00:00:00,8015.68017578125,8105.009765625,7862.10986328125,7958.56982421875,7956.52392578125,83087900.0,,,
2017-09-01 00:00:00,8038.27978515625,8321.8095703125,7972.6201171875,8171.43017578125,8169.32958984375,3365500.0,,,
2017-10-01 00:00:00,8210.759765625,8586.73046875,8197.8896484375,8365.259765625,8363.109375,2024900.0,,,
2017-11-01 00:00:00,8342.98046875,8605.150390625,8206.4404296875,8254.0302734375,8251.908203125,848200.0,,,
2017-12-01 00:00:00,8236.150390625,8640.0400390625,8051.85986328125,8558.419921875,8556.2197265625,699600.0,,,
2018-01-01 00:00:00,8584.4599609375,9078.3701171875,8580.5,8764.009765625,8761.7568359375,509500.0,,,
2018-02-01 00:00:00,8748.3798828125,9700.5595703125,8373.6796875,8475.2900390625,8473.111328125,538800.0,,,
2018-03-01 00:00:00,8471.2197265625,8503.6796875,7834.10986328125,7979.830078125,7977.77880859375,1851500.0,,,
2018-04-01 00:00:00,7993.6298828125,8084.93017578125,7526.2998046875,7819.25,7817.23974609375,2182100.0,,,
2018-05-01 00:00:00,7791.6298828125,7906.4501953125,7457.0498046875,7497.169921875,7495.24267578125,2384200.0,,,
2018-06-01 00:00:00,7499.89990234375,7814.8798828125,6923.669921875,7193.68017578125,7191.8310546875,2353700.0,,,
2018-07-01 00:00:00,7184.6201171875,7773.31982421875,7143.56982421875,7672.0,7670.02783203125,2000800.0,,,
2018-08-01 00:00:00,7664.990234375,7879.27001953125,7478.93994140625,7855.7099609375,7853.6904296875,2221000.0,,,
2018-09-01 00:00:00,7879.0,7881.81982421875,7134.72998046875,7276.81982421875,7274.94921875,2022900.0,,,
2018-10-01 00:00:00,7256.5400390625,7265.10986328125,6790.580078125,7140.2900390625,7138.45458984375,1756500.0,,,
2018-11-01 00:00:00,7204.1298828125,7482.35009765625,6820.22021484375,7367.85009765625,7365.9560546875,72082100.0,,,
2018-12-01 00:00:00,7468.6201171875,7703.919921875,7348.2099609375,7466.02001953125,7464.1005859375,423000.0,,,
2019-01-01 00:00:00,7496.56982421875,8143.60986328125,7465.759765625,8007.47998046875,8005.42138671875,544400.0,,,
2019-02-01 00:00:00,8038.64990234375,8213.7099609375,7705.490234375,7705.490234375,7703.50927734375,489000.0,,,
2019-03-01 00:00:00,7711.7001953125,8032.39990234375,7587.990234375,7920.93017578125,7918.89404296875,1919500.0,,,
2019-04-01 00:00:00,7923.16015625,8008.52978515625,7769.72021484375,7952.72021484375,7950.67578125,2078900.0,,,
2019-05-01 00:00:00,7952.52001953125,8077.509765625,7475.16015625,7970.02001953125,7967.97119140625,2747600.0,,,
2019-06-01 00:00:00,7963.330078125,8139.740234375,7875.5,7999.7099609375,7997.6533203125,1952000.0,,,
2019-07-01 00:00:00,8011.47021484375,8419.58984375,7993.66015625,8045.7998046875,8043.7314453125,2219600.0,,,
2019-08-01 00:00:00,8035.75,8129.93017578125,7622.27001953125,7979.66015625,7977.60888671875,2984500.0,,,
2019-09-01 00:00:00,7954.14990234375,7996.89990234375,7775.509765625,7779.06982421875,7777.06982421875,2223100.0,,,
2019-10-01 00:00:00,7785.240234375,8020.77001953125,7514.0498046875,7977.1201171875,7975.0693359375,2617300.0,,,
2019-11-01 00:00:00,8002.47021484375,8216.919921875,7707.7998046875,7738.9599609375,7736.970703125,3382000.0,,,
2019-12-01 00:00:00,7769.259765625,7892.2900390625,7469.41015625,7815.259765625,7813.25048828125,2969700.0,,,
2020-01-01 00:00:00,7721.259765625,7890.93994140625,7200.7900390625,7200.7900390625,7198.93896484375,2590100.0,,,
2020-02-01 00:00:00,7206.22021484375,7510.83984375,6769.97021484375,6787.91015625,6786.1650390625,2418200.0,,,
2020-03-01 00:00:00,6759.3701171875,6941.2001953125,4509.22021484375,5321.22998046875,5319.86181640625,3665000.0,,,
2020-04-01 00:00:00,5321.7900390625,5946.0498046875,5247.56982421875,5700.7099609375,5699.24462890625,3253300.0,,,
2020-05-01 00:00:00,5601.39013671875,5838.83984375,5396.1298828125,5838.83984375,5837.3388671875,3009100.0,,,
2020-06-01 00:00:00,5791.31982421875,6583.83984375,5750.0,6207.72021484375,6206.12451171875,4654200.0,,,
2020-07-01 00:00:00,6223.5400390625,6398.7900390625,5799.10986328125,5928.4501953125,5926.92626953125,2754900.0,,,
2020-08-01 00:00:00,5816.22998046875,6167.1298828125,5691.740234375,5884.18017578125,5882.66748046875,2750800.0,,,
2020-09-01 00:00:00,5922.06005859375,6034.02978515625,5695.77978515625,5864.22998046875,5862.72265625,2327300.0,,,
2020-10-01 00:00:00,5881.89990234375,6517.259765625,5825.47998046875,6324.0,6322.3740234375,3595900.0,,,
2020-11-01 00:00:00,6282.89013671875,7263.7099609375,6250.8701171875,6791.4599609375,6789.7138671875,3956200.0,,,
2020-12-01 00:00:00,6740.2998046875,7311.2099609375,6740.2998046875,7139.7099609375,7139.7099609375,2390900.0,,,
2021-01-01 00:00:00,7149.64013671875,7432.39990234375,6612.6201171875,6612.6201171875,6612.6201171875,2062800.0,,,
2021-02-01 00:00:00,6634.58984375,7159.10986328125,6634.58984375,6794.85986328125,6794.85986328125,1869300.0,,,
2021-03-01 00:00:00,6828.7001953125,6942.759765625,6325.64013671875,6443.08984375,6443.08984375,2211600.0,,,
2021-04-01 00:00:00,6447.39990234375,6651.7099609375,6348.56005859375,6370.8701171875,6370.8701171875,2222200.0,,,
2021-05-01 00:00:00,6392.97021484375,6688.06982421875,6080.93994140625,6628.490234375,6628.490234375,2780300.0,,,
2021-06-01 00:00:00,6619.02001953125,7001.2099609375,6576.64013671875,6901.91015625,6901.91015625,2735300.0,,,
2021-07-01 00:00:00,6949.97998046875,7064.240234375,6270.22998046875,6270.22998046875,6270.22998046875,2455400.0,,,
2021-08-01 00:00:00,6304.02978515625,6855.43994140625,6293.66015625,6855.43994140625,6855.43994140625,3040000.0,,,
2021-09-01 00:00:00,6829.580078125,7033.06005859375,6771.759765625,6952.8798828125,6952.8798828125,3601300.0,,,
2021-10-01 00:00:00,6964.490234375,7326.10009765625,6906.85986328125,7054.7001953125,7054.7001953125,3947500.0,,,
2021-11-01 00:00:00,7159.66015625,7475.75,7000.0,7200.8798828125,7200.8798828125,3452200.0,,,
2021-12-01 00:00:00,7194.08984375,7334.56005859375,6928.2998046875,7122.6298828125,7122.6298828125,2754400.0,,,
2022-01-01 00:00:00,7101.64013671875,7369.93994140625,6966.85009765625,7361.64990234375,7361.64990234375,2195400.0,,,
2022-02-01 00:00:00,7380.14013671875,7552.2001953125,7175.81982421875,7311.009765625,7311.009765625,3213600.0,,,
2022-03-01 00:00:00,7322.3798828125,7404.60986328125,6638.39990234375,7203.47021484375,7203.47021484375,3343400.0,,,
2022-04-01 00:00:00,7160.47998046875,7163.2099609375,6731.25,6731.25,6731.25,1671700.0,,,
2022-05-01 00:00:00,6742.830078125,6881.58984375,6630.4599609375,6759.89990234375,6759.89990234375,388600.0,,,
0,,,,,,,2014-01-01,4.1,1.5
1,,,,,,,2014-02-01,4.2,1.5
2,,,,,,,2014-03-01,4.1,1.5
3,,,,,,,2014-04-04,3.9,1.5
4,,,,,,,2014-05-06,4.1,1.4
5,,,,,,,2014-06-05,4.5,1.4
6,,,,,,,2014-07-04,4.4,1.4
7,,,,,,,2014-08-05,4.9,1.9
8,,,,,,,2014-09-05,4.9,1.9
9,,,,,,,2014-10-08,4.4,1.9
10,,,,,,,2014-11-05,4.3,0.7
11,,,,,,,2014-12-05,3.7,0.7
12,,,,,,,2015-01-06,2.7,2.5
13,,,,,,,2015-02-05,2.4,2.5
14,,,,,,,2015-03-05,2.5,2.5
15,,,,,,,2015-04-07,2.4,2.5
16,,,,,,,2015-05-05,2.2,0.4
17,,,,,,,2015-06-05,1.6,0.4
18,,,,,,,2015-07-07,1.2,0.4
19,,,,,,,2015-08-05,0.8,2.0
20,,,,,,,2015-09-04,0.6,2.0
21,,,,,,,2015-10-06,0.4,2.0
22,,,,,,,2015-11-05,0.4,1.4
23,,,,,,,2015-12-04,1.1,1.4
24,,,,,,,2016-01-05,1.5,2.1
25,,,,,,,2016-02-05,1.3,2.1
26,,,,,,,2016-03-04,0.9,2.1
27,,,,,,,2016-04-05,1.1,2.1
28,,,,,,,2016-05-05,1.1,1.3
29,,,,,,,2016-06-07,1.6,1.3
30,,,,,,,2016-07-05,1.9,1.3
31,,,,,,,2016-08-05,1.9,1.8
32,,,,,,,2016-09-06,1.8,1.8
33,,,,,,,2016-10-05,2.3,1.8
34,,,,,,,2016-11-04,2.3,1.2
35,,,,,,,2016-12-06,2.5,1.2
36,,,,,,,2017-01-05,2.6,1.8
37,,,,,,,2017-02-07,2.7,1.8
38,,,,,,,2017-03-07,3.3,1.8
39,,,,,,,2017-04-05,3.4,1.8
40,,,,,,,2017-05-05,3.4,1.3
41,,,,,,,2017-06-06,3.1,1.3
42,,,,,,,2017-07-05,2.7,1.3
43,,,,,,,2017-08-04,2.8,2.0
44,,,,,,,2017-09-05,3.1,2.0
45,,,,,,,2017-10-05,3.4,2.0
46,,,,,,,2017-11-07,3.5,1.7
47,,,,,,,2017-12-05,3.3,1.7
48,,,,,,,2018-01-05,3.3,1.5
49,,,,,,,2018-02-06,4.0,1.5
50,,,,,,,2018-03-06,3.8,1.5
51,,,,,,,2018-04-05,4.3,1.5
52,,,,,,,2018-05-04,4.5,1.5
53,,,,,,,2018-06-05,4.6,1.5
54,,,,,,,2018-07-05,5.2,1.5
55,,,,,,,2018-08-07,5.7,1.5
56,,,,,,,2018-09-05,6.4,1.5
57,,,,,,,2018-10-05,6.7,1.5
58,,,,,,,2018-11-06,6.7,1.4
59,,,,,,,2018-12-05,6.0,1.4
60,,,,,,,2019-01-04,5.1,1.5
61,,,,,,,2019-02-05,4.4,1.5
62,,,,,,,2019-03-05,3.8,1.5
63,,,,,,,2019-04-05,3.3,1.5
64,,,,,,,2019-05-07,3.0,1.0
65,,,,,,,2019-06-05,3.2,1.0
66,,,,,,,2019-07-05,2.7,1.0
67,,,,,,,2019-08-06,2.4,1.4
68,,,,,,,2019-09-05,1.7,1.4
69,,,,,,,2019-10-04,0.9,1.4
70,,,,,,,2019-11-05,0.8,1.6
71,,,,,,,2019-12-05,1.3,1.6
72,,,,,,,2020-01-07,2.5,2.2
73,,,,,,,2020-02-05,2.9,2.2
74,,,,,,,2020-03-05,2.6,2.2
75,,,,,,,2020-04-07,2.5,2.2
76,,,,,,,2020-05-05,2.2,-5.1
77,,,,,,,2020-06-05,2.1,-5.1
78,,,,,,,2020-07-07,2.5,-5.1
79,,,,,,,2020-08-05,2.7,-15.2
80,,,,,,,2020-09-04,2.4,-15.2
81,,,,,,,2020-10-06,2.3,-15.2
82,,,,,,,2020-11-05,2.5,8.0
83,,,,,,,2020-12-04,3.3,8.0
84,,,,,,,2021-01-05,3.5,3.8
85,,,,,,,2021-02-05,4.2,3.8
86,,,,,,,2021-03-05,4.7,3.8
87,,,,,,,2021-04-06,4.5,3.8
88,,,,,,,2021-05-05,4.5,0.3
89,,,,,,,2021-06-04,4.5,0.3
90,,,,,,,2021-07-06,4.1,0.3
91,,,,,,,2021-08-05,4.0,-1.3
92,,,,,,,2021-09-07,4.9,-1.3
93,,,,,,,2021-10-05,4.8,-1.3
94,,,,,,,2021-11-05,4.6,3.1
95,,,,,,,2021-12-07,4.2,3.1
96,,,,,,,2022-01-05,3.2,3.5
97,,,,,,,2022-02-04,3.0,3.5
98,,,,,,,2022-03-04,3.0,3.5
99,,,,,,,2022-04-05,4.0,3.5
100,,,,,,,2022-05-05,4.9,1.9
101,,,,,,,2022-06-07,5.4,1.9
102,,,,,,,2022-07-05,6.1,1.9
103,,,,,,,2022-08-05,6.4,-0.1
104,,,,,,,2022-09-06,6.3,-0.1
105,,,,,,,2022-10-05,6.9,-0.1
106,,,,,,,2022-11-04,7.7,3.3
107,,,,,,,2022-12-06,8.0,3.3
108,,,,,,,2023-01-05,8.1,2.0
109,,,,,,,2023-02-07,8.7,2.0
110,,,,,,,2023-03-07,8.6,2.0
111,,,,,,,2023-04-05,7.6,2.0
112,,,,,,,2023-05-05,6.6,1.1
